Respondent,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,WebFrameWorkedWith,WebFrameDesireNextYear,DevEnviron
6796,Java,Java,MongoDB,MongoDB,Linux,Android,Angular/Angular.js,jQuery,Eclipse
6797,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,Couchbase,Arduino,AWS,Django,Angular/Angular.js,Atom
6801,Elixir,Bash/Shell/PowerShell,Elasticsearch,PostgreSQL,AWS,Arduino,React.js,Express,Atom
6809,C,C,MongoDB,MongoDB,AWS,AWS,Django,Flask,Eclipse
6810,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,Cassandra,Other(s):,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
6813,Assembly,Assembly,MongoDB,MongoDB,Arduino,Arduino,React.js,Ruby on Rails,Visual Studio Code
6816,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Couchbase,AWS,AWS,Angular/Angular.js,Django,IntelliJ
6817,Assembly,C#,MongoDB,PostgreSQL,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
6818,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Oracle,Oracle,AWS,AWS,Spring,Spring,Emacs
6820,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Windows,Docker,ASP.NET,Angular/Angular.js,Notepad++
6824,C,C#,Microsoft SQL Server,MariaDB,Linux,Android,Flask,Laravel,Atom
6826,Bash/Shell/PowerShell,C#,Elasticsearch,Elasticsearch,Android,Android,Angular/Angular.js,ASP.NET,Eclipse
6828,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
6829,C#,C#,MySQL,Cassandra,Windows,Android,ASP.NET,ASP.NET,Notepad++
6832,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,MariaDB,Docker,Linux,Django,Django,IntelliJ
6833,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
6836,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Cassandra,AWS,Arduino,Angular/Angular.js,Angular/Angular.js,Emacs
6837,Bash/Shell/PowerShell,C#,Elasticsearch,DynamoDB,AWS,Arduino,ASP.NET,Angular/Angular.js,Notepad++
6838,HTML/CSS,JavaScript,DynamoDB,Elasticsearch,Docker,Kubernetes,React.js,React.js,Visual Studio Code
6846,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Cassandra,AWS,AWS,Spring,Spring,Eclipse
6847,Java,Java,MySQL,MySQL,Linux,Linux,Spring,Angular/Angular.js,IntelliJ
6848,C#,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,Microsoft Azure,Microsoft Azure,Angular/Angular.js,Angular/Angular.js,Visual Studio
6850,Java,C#,MongoDB,MongoDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
6852,HTML/CSS,Dart,Microsoft SQL Server,Firebase,Android,Google Cloud Platform,Django,Express,Notepad++
6854,HTML/CSS,HTML/CSS,Firebase,PostgreSQL,AWS,Heroku,Angular/Angular.js,jQuery,Atom
6857,HTML/CSS,HTML/CSS,Oracle,MongoDB,Linux,Linux,Other(s):,Other(s):,Eclipse
6858,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,AWS,AWS,Django,Django,Vim
6860,C#,Bash/Shell/PowerShell,Microsoft SQL Server,MongoDB,Heroku,AWS,Angular/Angular.js,Vue.js,Visual Studio Code
6862,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Cassandra,AWS,AWS,Angular/Angular.js,Django,Atom
6865,HTML/CSS,Java,Cassandra,Cassandra,Arduino,Arduino,Spring,Spring,IntelliJ
6867,HTML/CSS,HTML/CSS,MySQL,MySQL,WordPress,Google Cloud Platform,jQuery,Angular/Angular.js,Atom
6868,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Android,Android,Angular/Angular.js,Angular/Angular.js,PHPStorm
6872,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,MariaDB,Docker,Docker,Angular/Angular.js,Express,IPython / Jupyter
6874,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Oracle,Android,Linux,Angular/Angular.js,Angular/Angular.js,Eclipse
6875,C++,C#,Microsoft SQL Server,MariaDB,Windows,Android,ASP.NET,Django,Eclipse
6878,Bash/Shell/PowerShell,C,DynamoDB,DynamoDB,AWS,AWS,Other(s):,Other(s):,NetBeans
6880,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,MySQL,Android,Google Cloud Platform,Angular/Angular.js,Angular/Angular.js,Android Studio
6881,Assembly,Assembly,Microsoft SQL Server,Microsoft SQL Server,Arduino,Linux,Angular/Angular.js,Other(s):,Visual Studio
6884,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,PostgreSQL,Docker,Docker,ASP.NET,ASP.NET,Notepad++
6886,Bash/Shell/PowerShell,C#,Cassandra,Elasticsearch,AWS,AWS,Angular/Angular.js,ASP.NET,IntelliJ
6888,Bash/Shell/PowerShell,JavaScript,Microsoft SQL Server,MySQL,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
6889,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Elasticsearch,AWS,AWS,jQuery,Flask,PHPStorm
6890,HTML/CSS,C#,Microsoft SQL Server,Elasticsearch,Android,IBM Cloud or Watson,jQuery,jQuery,Eclipse
6892,Bash/Shell/PowerShell,Rust,Firebase,Redis,Docker,Docker,ASP.NET,Vue.js,Notepad++
6893,JavaScript,Erlang,Redis,Elasticsearch,iOS,AWS,Django,Django,Visual Studio Code
6895,Python,Bash/Shell/PowerShell,Oracle,DynamoDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IPython / Jupyter
6899,Elixir,Elixir,PostgreSQL,PostgreSQL,Docker,Docker,Other(s):,Other(s):,Vim
6901,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Docker,Kubernetes,Express,React.js,Visual Studio Code
6903,Bash/Shell/PowerShell,C++,MongoDB,MongoDB,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Vim
6906,C++,C++,Elasticsearch,Elasticsearch,AWS,AWS,Ruby on Rails,Spring,IntelliJ
6909,Bash/Shell/PowerShell,Bash/Shell/PowerShell,SQLite,SQLite,Arduino,Arduino,Django,Django,Atom
6910,Python,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,Linux,AWS,Angular/Angular.js,Angular/Angular.js,Eclipse
6911,Java,Scala,Cassandra,Cassandra,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
6913,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio
6914,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,Cassandra,AWS,AWS,Laravel,Laravel,Android Studio
6917,HTML/CSS,Kotlin,MongoDB,Elasticsearch,AWS,Docker,Express,Vue.js,IntelliJ
6923,Java,Java,Elasticsearch,Elasticsearch,Windows,Docker,Angular/Angular.js,Angular/Angular.js,Atom
6924,C++,HTML/CSS,Cassandra,Cassandra,Android,Android,Angular/Angular.js,Angular/Angular.js,Atom
6925,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Microsoft Azure,Angular/Angular.js,Angular/Angular.js,Notepad++
6926,Bash/Shell/PowerShell,C#,Elasticsearch,Cassandra,Docker,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
6927,Python,Bash/Shell/PowerShell,Couchbase,Elasticsearch,AWS,Google Cloud Platform,Angular/Angular.js,Angular/Angular.js,Atom
6928,C#,C#,Microsoft SQL Server,Firebase,Windows,Docker,ASP.NET,ASP.NET,Notepad++
6931,C#,Bash/Shell/PowerShell,MongoDB,DynamoDB,AWS,AWS,ASP.NET,ASP.NET,Sublime Text
6932,Bash/Shell/PowerShell,Go,MySQL,Cassandra,Docker,Android,Angular/Angular.js,Vue.js,PHPStorm
6935,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Cassandra,Android,Android,ASP.NET,ASP.NET,Android Studio
6940,JavaScript,JavaScript,Firebase,Firebase,Heroku,AWS,Angular/Angular.js,Vue.js,Visual Studio Code
6943,Assembly,Bash/Shell/PowerShell,Elasticsearch,Microsoft SQL Server,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Vim
6945,C#,C#,Microsoft SQL Server,MariaDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Eclipse
6946,Bash/Shell/PowerShell,HTML/CSS,MariaDB,Elasticsearch,AWS,AWS,Laravel,Laravel,PHPStorm
6948,HTML/CSS,HTML/CSS,Microsoft SQL Server,Microsoft SQL Server,Windows,Docker,Angular/Angular.js,Angular/Angular.js,Eclipse
6951,Bash/Shell/PowerShell,F#,MariaDB,Firebase,Docker,Android,jQuery,Flask,Atom
6952,C#,C#,Microsoft SQL Server,MongoDB,Linux,Arduino,Angular/Angular.js,Angular/Angular.js,Visual Studio
6955,Go,Go,DynamoDB,Elasticsearch,AWS,Docker,Express,Angular/Angular.js,IntelliJ
6959,Bash/Shell/PowerShell,C++,MySQL,MongoDB,Arduino,Android,Angular/Angular.js,Laravel,Atom
6962,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Microsoft SQL Server,AWS,AWS,ASP.NET,ASP.NET,IntelliJ
6963,C++,Bash/Shell/PowerShell,Microsoft SQL Server,MariaDB,Android,Android,React.js,Express,Visual Studio Code
6965,Assembly,C++,Microsoft SQL Server,Elasticsearch,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
6966,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Firebase,Windows,Docker,Angular/Angular.js,Angular/Angular.js,Notepad++
6972,Python,Bash/Shell/PowerShell,Microsoft SQL Server,PostgreSQL,AWS,AWS,Django,Django,PyCharm
6973,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MongoDB,Linux,Android,Express,Angular/Angular.js,IntelliJ
6974,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Redis,Kubernetes,Kubernetes,Angular/Angular.js,React.js,Vim
6975,HTML/CSS,C#,MongoDB,Elasticsearch,AWS,Android,jQuery,jQuery,Visual Studio Code
6977,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Angular/Angular.js,Angular/Angular.js,Eclipse
6978,HTML/CSS,Dart,MySQL,Firebase,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Android Studio
6980,HTML/CSS,PHP,MariaDB,Elasticsearch,Linux,WordPress,jQuery,Laravel,Notepad++
6982,HTML/CSS,Dart,PostgreSQL,PostgreSQL,Android,Docker,Laravel,Express,Android Studio
6985,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Angular/Angular.js,Angular/Angular.js,Notepad++
6986,Bash/Shell/PowerShell,Kotlin,MariaDB,Elasticsearch,Android,Android,jQuery,Angular/Angular.js,IntelliJ
6989,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,AWS,Docker,Flask,Django,Vim
6990,C#,C#,Elasticsearch,Elasticsearch,Windows,Docker,Angular/Angular.js,React.js,Notepad++
6994,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,PostgreSQL,Docker,Google Cloud Platform,React.js,Ruby on Rails,Atom
6995,C#,C#,MongoDB,Microsoft SQL Server,Windows,Windows,Angular/Angular.js,ASP.NET,Visual Studio
6996,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,Elasticsearch,Android,Android,jQuery,jQuery,Vim
6999,C,C++,MongoDB,MongoDB,AWS,AWS,Django,jQuery,Eclipse
7000,Bash/Shell/PowerShell,Java,Cassandra,Other(s):,Docker,Docker,Angular/Angular.js,Angular/Angular.js,IntelliJ
7001,Python,Python,Cassandra,Cassandra,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
7004,HTML/CSS,HTML/CSS,MongoDB,MongoDB,AWS,Android,Angular/Angular.js,Angular/Angular.js,IntelliJ
7009,Other(s):,Other(s):,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,Angular/Angular.js,Angular/Angular.js,Visual Studio
7010,C#,C#,Microsoft SQL Server,Elasticsearch,Microsoft Azure,Microsoft Azure,Angular/Angular.js,Angular/Angular.js,Visual Studio
7012,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Linux,Windows,ASP.NET,ASP.NET,Notepad++
7014,C#,C#,MariaDB,Cassandra,AWS,Android,Spring,React.js,IntelliJ
7018,Bash/Shell/PowerShell,Clojure,Firebase,PostgreSQL,Android,Docker,Angular/Angular.js,React.js,Sublime Text
7019,HTML/CSS,HTML/CSS,MySQL,MySQL,AWS,AWS,jQuery,jQuery,Coda
7026,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,Cassandra,Linux,AWS,jQuery,jQuery,PHPStorm
7027,Bash/Shell/PowerShell,C#,Microsoft SQL Server,MongoDB,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Notepad++
7030,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Windows,Docker,ASP.NET,ASP.NET,Visual Studio
7031,Bash/Shell/PowerShell,HTML/CSS,Microsoft SQL Server,Elasticsearch,Docker,Android,jQuery,React.js,Atom
7032,C,C#,Microsoft SQL Server,MongoDB,Android,Android,ASP.NET,ASP.NET,Visual Studio
7033,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Firebase,AWS,Docker,React.js,Angular/Angular.js,Visual Studio Code
7035,C#,HTML/CSS,Microsoft SQL Server,Elasticsearch,Android,Google Cloud Platform,Angular/Angular.js,Angular/Angular.js,Android Studio
7037,Bash/Shell/PowerShell,C,Redis,Elasticsearch,Microsoft Azure,Docker,ASP.NET,ASP.NET,Visual Studio
7038,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Microsoft Azure,Angular/Angular.js,ASP.NET,NetBeans
7039,C#,C#,Microsoft SQL Server,Elasticsearch,Linux,Docker,ASP.NET,React.js,Notepad++
7040,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Cassandra,AWS,AWS,jQuery,Angular/Angular.js,IntelliJ
7042,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,MariaDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Atom
7043,HTML/CSS,HTML/CSS,MySQL,MySQL,AWS,Google Cloud Platform,Angular/Angular.js,Laravel,Atom
7049,C,Java,Firebase,Firebase,Windows,Android,ASP.NET,Express,PHPStorm
7050,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,Angular/Angular.js,Angular/Angular.js,IntelliJ
7053,HTML/CSS,HTML/CSS,MySQL,MongoDB,Linux,AWS,Drupal,Angular/Angular.js,Atom
7056,C#,Bash/Shell/PowerShell,MariaDB,MariaDB,Windows,Linux,ASP.NET,Laravel,Visual Studio Code
7063,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Docker,Linux,ASP.NET,ASP.NET,Visual Studio
7068,Bash/Shell/PowerShell,Go,Elasticsearch,Couchbase,Android,Arduino,Angular/Angular.js,Angular/Angular.js,IntelliJ
7073,C,C#,DynamoDB,MariaDB,Google Cloud Platform,Android,ASP.NET,ASP.NET,Visual Studio
7077,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Cassandra,Arduino,AWS,Express,Angular/Angular.js,Vim
7080,C#,Python,Microsoft SQL Server,Elasticsearch,Linux,Docker,ASP.NET,Django,Notepad++
7081,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Angular/Angular.js,Angular/Angular.js,Notepad++
7082,JavaScript,Bash/Shell/PowerShell,PostgreSQL,Microsoft SQL Server,Docker,AWS,Django,Django,IPython / Jupyter
7090,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,Microsoft SQL Server,AWS,AWS,ASP.NET,ASP.NET,Notepad++
7091,C#,C#,Microsoft SQL Server,Elasticsearch,AWS,AWS,ASP.NET,ASP.NET,Vim
7094,JavaScript,Bash/Shell/PowerShell,Firebase,Firebase,Docker,Android,Django,Angular/Angular.js,Sublime Text
7095,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Cassandra,Microsoft Azure,Arduino,Angular/Angular.js,Angular/Angular.js,Notepad++
7096,C#,C++,MariaDB,Elasticsearch,Android,Android,Ruby on Rails,Ruby on Rails,Vim
7097,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,MariaDB,AWS,AWS,ASP.NET,ASP.NET,Notepad++
7098,Bash/Shell/PowerShell,HTML/CSS,MongoDB,MongoDB,Android,Arduino,Angular/Angular.js,Angular/Angular.js,Atom
7102,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,AWS,Angular/Angular.js,jQuery,IntelliJ
7104,Bash/Shell/PowerShell,HTML/CSS,Microsoft SQL Server,MongoDB,Android,Android,jQuery,Vue.js,Eclipse
7105,Java,Scala,Couchbase,Elasticsearch,AWS,Android,jQuery,Angular/Angular.js,Atom
7106,HTML/CSS,HTML/CSS,Firebase,Firebase,Android,Android,jQuery,jQuery,Android Studio
7109,Bash/Shell/PowerShell,Clojure,Elasticsearch,PostgreSQL,Android,Android,React.js,React.js,IntelliJ
7113,HTML/CSS,HTML/CSS,MySQL,MariaDB,Linux,Google Cloud Platform,jQuery,Angular/Angular.js,NetBeans
7114,HTML/CSS,HTML/CSS,Elasticsearch,Elasticsearch,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Eclipse
7116,Ruby,Elixir,Elasticsearch,Elasticsearch,AWS,AWS,Ruby on Rails,Ruby on Rails,Vim
7121,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,AWS,AWS,React.js,React.js,Emacs
7122,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Docker,Docker,Express,Express,PHPStorm
7123,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,Linux,Linux,Angular/Angular.js,Express,Atom
7129,Python,Python,MongoDB,MongoDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,PyCharm
7130,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Docker,AWS,Angular/Angular.js,Angular/Angular.js,PHPStorm
7132,HTML/CSS,Python,Cassandra,Cassandra,Android,Android,Angular/Angular.js,React.js,Atom
7134,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,PostgreSQL,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Emacs
7136,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Arduino,Arduino,Angular/Angular.js,ASP.NET,Visual Studio
7138,Assembly,Assembly,DynamoDB,DynamoDB,AWS,AWS,Spring,Spring,IntelliJ
7140,HTML/CSS,C#,Firebase,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
7141,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Linux,Arduino,Angular/Angular.js,Angular/Angular.js,Eclipse
7142,HTML/CSS,Go,Microsoft SQL Server,Elasticsearch,AWS,Arduino,Angular/Angular.js,Angular/Angular.js,IntelliJ
7143,C#,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
7144,HTML/CSS,Go,MariaDB,Oracle,Docker,Linux,Angular/Angular.js,Angular/Angular.js,Vim
7145,HTML/CSS,JavaScript,SQLite,MongoDB,Windows,Docker,Vue.js,Laravel,Android Studio
7146,Java,Java,MySQL,Elasticsearch,Linux,Android,Spring,React.js,Eclipse
7147,C#,C#,SQLite,MongoDB,Microsoft Azure,Docker,Angular/Angular.js,Angular/Angular.js,Notepad++
7150,JavaScript,JavaScript,DynamoDB,DynamoDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IPython / Jupyter
7151,Bash/Shell/PowerShell,TypeScript,MongoDB,Elasticsearch,AWS,Android,Angular/Angular.js,React.js,IntelliJ
7153,C#,C#,Elasticsearch,Elasticsearch,Microsoft Azure,Docker,ASP.NET,Angular/Angular.js,IPython / Jupyter
7154,Objective-C,JavaScript,MySQL,MySQL,Android,iOS,Angular/Angular.js,Spring,Android Studio
7161,HTML/CSS,HTML/CSS,MySQL,MySQL,Windows,Windows,jQuery,jQuery,Eclipse
7165,Bash/Shell/PowerShell,C#,Elasticsearch,Elasticsearch,Windows,AWS,Angular/Angular.js,Angular/Angular.js,Notepad++
7169,C#,C#,Microsoft SQL Server,Elasticsearch,Raspberry Pi,Docker,ASP.NET,ASP.NET,Visual Studio
7170,C++,C#,MySQL,MongoDB,Arduino,Arduino,Angular/Angular.js,Angular/Angular.js,Notepad++
7171,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,Android,Android,Express,Express,Android Studio
7174,Java,Java,DynamoDB,DynamoDB,AWS,AWS,Spring,Spring,IntelliJ
7175,HTML/CSS,Java,Elasticsearch,Elasticsearch,Docker,Docker,Express,Angular/Angular.js,Notepad++
7179,HTML/CSS,HTML/CSS,DynamoDB,DynamoDB,AWS,AWS,jQuery,jQuery,Eclipse
7180,C#,C++,MongoDB,Microsoft SQL Server,Android,Android,Angular/Angular.js,ASP.NET,Notepad++
7185,HTML/CSS,C#,DynamoDB,Firebase,Android,Android,Angular/Angular.js,Django,IntelliJ
7186,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,Arduino,Arduino,jQuery,Other(s):,Notepad++
7187,Java,JavaScript,PostgreSQL,PostgreSQL,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Notepad++
7188,Python,C#,Microsoft SQL Server,Elasticsearch,Windows,Android,Angular/Angular.js,Angular/Angular.js,PyCharm
7190,HTML/CSS,HTML/CSS,Microsoft SQL Server,MariaDB,MacOS,Android,Angular/Angular.js,Angular/Angular.js,IntelliJ
7191,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,Microsoft SQL Server,AWS,AWS,jQuery,jQuery,Eclipse
7192,HTML/CSS,C#,Cassandra,Cassandra,Android,Android,Django,Angular/Angular.js,Android Studio
7194,Java,Kotlin,MongoDB,MongoDB,Heroku,Arduino,Ruby on Rails,Spring,IntelliJ
7195,C#,C#,Microsoft SQL Server,Elasticsearch,Android,Android,ASP.NET,React.js,Visual Studio
7198,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Elasticsearch,Android,Android,React.js,React.js,Android Studio
7199,C++,C++,SQLite,SQLite,Raspberry Pi,Raspberry Pi,Angular/Angular.js,Angular/Angular.js,Notepad++
7203,HTML/CSS,Java,MySQL,Firebase,Windows,Android,jQuery,Angular/Angular.js,Eclipse
7205,C,C++,Firebase,Elasticsearch,Arduino,Docker,Express,Express,Atom
7206,Go,Go,Elasticsearch,DynamoDB,Docker,AWS,Angular/Angular.js,Express,Visual Studio Code
7207,HTML/CSS,HTML/CSS,DynamoDB,DynamoDB,Android,Android,Django,Angular/Angular.js,Android Studio
7210,C,Elixir,MongoDB,Cassandra,Heroku,Android,ASP.NET,Angular/Angular.js,Android Studio
7212,Bash/Shell/PowerShell,Java,MySQL,Cassandra,Docker,Docker,Django,React.js,IntelliJ
7213,HTML/CSS,HTML/CSS,PostgreSQL,PostgreSQL,AWS,AWS,React.js,React.js,PyCharm
7215,C#,HTML/CSS,Microsoft SQL Server,Elasticsearch,Android,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
7217,HTML/CSS,Python,Couchbase,Cassandra,AWS,AWS,React.js,React.js,IntelliJ
7218,Bash/Shell/PowerShell,C++,SQLite,SQLite,Windows,Windows,Angular/Angular.js,Angular/Angular.js,Vim
7219,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Cassandra,Arduino,Arduino,Angular/Angular.js,Express,Visual Studio Code
7223,HTML/CSS,HTML/CSS,MariaDB,Firebase,AWS,Android,Angular/Angular.js,Angular/Angular.js,Atom
7225,HTML/CSS,Go,Firebase,Firebase,Android,Android,Express,Angular/Angular.js,Android Studio
7228,HTML/CSS,Python,MongoDB,DynamoDB,Android,Google Cloud Platform,Angular/Angular.js,Django,Android Studio
7231,Bash/Shell/PowerShell,Go,MariaDB,MariaDB,Docker,AWS,Django,Ruby on Rails,Vim
7238,HTML/CSS,Clojure,Firebase,Cassandra,Docker,Docker,jQuery,Laravel,PHPStorm
7242,HTML/CSS,C#,MySQL,MySQL,Windows,Windows,Angular/Angular.js,Angular/Angular.js,Eclipse
7245,Assembly,Bash/Shell/PowerShell,Microsoft SQL Server,MongoDB,Heroku,AWS,Angular/Angular.js,Angular/Angular.js,Sublime Text
7246,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,Android,AWS,Angular/Angular.js,Angular/Angular.js,Visual Studio
7247,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,MySQL,AWS,AWS,Angular/Angular.js,Flask,IPython / Jupyter
7249,Python,Other(s):,Microsoft SQL Server,Microsoft SQL Server,Docker,Docker,Angular/Angular.js,Angular/Angular.js,IPython / Jupyter
7252,C,HTML/CSS,DynamoDB,Redis,AWS,AWS,React.js,React.js,Visual Studio Code
7259,C++,C++,Microsoft SQL Server,Microsoft SQL Server,Windows,Android,Angular/Angular.js,React.js,Emacs
7264,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Linux,Docker,jQuery,Laravel,Vim
7267,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Docker,Angular/Angular.js,Angular/Angular.js,Notepad++
7270,HTML/CSS,HTML/CSS,Firebase,Firebase,Android,Android,jQuery,React.js,Visual Studio Code
7271,C,Java,PostgreSQL,Cassandra,Docker,Docker,jQuery,Angular/Angular.js,Atom
7275,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Oracle,SQLite,Linux,Android,Flask,Flask,IPython / Jupyter
7278,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Cassandra,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
